Hit,Text_id,Context_before,Query_item,Context_after,Tagged_context_before,Tagged_query_item,Tagged_context_after,Matchbegin_corpus_position,Matchend_corpus_position,V1,Permittee,V2,V2_type,V2_permittee_control,V2_valency,Permitter_semantics,Permittee_semantics,Com_channel,BNC_domain,Domain_use,V1_imperative,V2_length,V1_distance
1808,J0V,"published , entitled : The legal value of computer records . It surveyed all Member States , and recorded that : &bquo; Almost all of the countries that replied to the questionnaire appeared to have legal rules which were at least adequate to permit the use of computer evidence and to",<<< permit >>>,"the court to make the evaluation necessary to determine the proper weight to be given to the data &equo; ( A/CN.9/265 , p.21 ) . In 1981 the Council of Europe passed a Recommendation calling for harmonisation of evidential rules with respect to the admissibility of computer records . The Recommendation calls","published_VVN ,_PUN entitled_VVN :_PUN The_AT0 legal_AJ0 value_NN1 of_PRF computer_NN1 records_NN2 ._PUN It_PNP surveyed_VVD all_DT0 Member_NN1 States_NN2 ,_PUN and_CJC recorded_VVD that_CJT :_PUN &bquo;_PUQ Almost_AV0 all_DT0 of_PRF the_AT0 countries_NN2 that_CJT replied_VVD to_PRP the_AT0 questionnaire_NN1 appeared_VVD to_TO0 have_VHI legal_AJ0 rules_NN2 which_DTQ were_VBD at_AV0 least adequate_AJ0 to_TO0 permit_VVI the_AT0 use_NN1 of_PRF computer_NN1 evidence_NN1 and_CJC to_TO0",<<< permit_VVI >>>,"the_AT0 court_NN1 to_TO0 make_VVI the_AT0 evaluation_NN1 necessary_AJ0 to_TO0 determine_VVI the_AT0 proper_AJ0 weight_NN1 to_TO0 be_VBI given_VVN to_PRP the_AT0 data_NN0 &equo;_PUQ (_PUL A/CN.9/265_UNC ,_PUN p.21_UNC )_PUR ._PUN In_PRP 1981_CRD the_AT0 Council_NN1 of_PRF Europe_NP0 passed_VVD a_AT0 Recommendation_NN1 calling_VVG for_PRP harmonisation_NN1 of_PRF evidential_AJ0 rules_NN2 with_PRP respect to the_AT0 admissibility_NN1 of_PRF computer_NN1 records_NN2 ._PUN The_AT0 Recommendation_NN1 calls_VVZ-NN2",91322040,91322040,permit,the court  ,make,verb,control,active,inanimate,animate,written,applied_sci,personal,non-imperative,4,2
1821,J1A,"The following evidence was printed in summer 1800 , and refers to a public letter by Devismes which has not yet been traced : Citizen Rey &hellip; directs &lsqb; the Op&eacute;ra &rsqb; orchestra . His employment , and the creation of a deputy batteur de musique &lsqb; sic &rsqb; ,",<<< permits >>>,"us with difficulty to understand what M. Devismes meant to say when , in sacking Guenin , first violin , he claimed that extraordinary authority &lsqb; une force extraordinaire &rsqb; was necessary to direct &lsqb; diriger &rsqb; the orchestra . we always thought that , like any other , the","The_AT0 following_AJ0 evidence_NN1 was_VBD printed_VVN in_PRP summer_NN1 1800_CRD ,_PUN and_CJC refers_VVZ to_PRP a_AT0 public_AJ0 letter_NN1 by_PRP Devismes_NP0 which_DTQ has_VHZ not_XX0 yet_AV0 been_VBN traced_VVN :_PUN Citizen_NN1 Rey_NP0-NN1 &hellip;_PUN directs_VVZ &lsqb;_PUL the_AT0 Op&eacute;ra_NN1 &rsqb;_PUR orchestra_NN1 ._PUN His_DPS employment_NN1 ,_PUN and_CJC the_AT0 creation_NN1 of_PRF a_AT0 deputy_NN1 batteur_UNC de_UNC musique_UNC &lsqb;_PUL sic_AV0 &rsqb;_PUR ,_PUN",<<< permits_VVZ >>>,"us_PNP with_PRP difficulty_NN1 to_TO0 understand_VVI what_DTQ M._NN1 Devismes_NP0 meant_VVD-VVN to_TO0 say_VVI when_CJS ,_PUN in_PRP sacking_VVG-NN1 Guenin_NP0-NN1 ,_PUN first_ORD violin_NN1 ,_PUN he_PNP claimed_VVD that_CJT-DT0 extraordinary_AJ0 authority_NN1 &lsqb;_PUL une_UNC force_UNC extraordinaire_UNC &rsqb;_PUR was_VBD necessary_AJ0 to_TO0 direct_VVI &lsqb;_PUL diriger_UNC &rsqb;_PUR the_AT0 orchestra_NN1 ._PUN we_PNP always_AV0 thought_VVD that_CJT ,_PUN like_PRP any_DT0 other_NN1 ,_PUN the_AT0",91900958,91900958,permit,us with difficulty  ,understand,verb,unclear,active,inanimate,animate,written,arts,personal,non-imperative,10,3
1826,J1U,or 0.33 depending on model . It should be noted that these drag coefficients are for Clios with door mirror on both sides &mdash; rather than the single door mirror used by certain other companies to produce flattering windtunnel figures . An extensive programme of windtunnel testing at facilities such as Saint Cyr-l'Ecole,<<< permitted >>>,the careful refinement of the Clio 's design to achieve low aerodynamic lift values at both front and rear &mdash; thereby ensuring driving stability at higher speeds . The front air intake duct area varies according to the radiator size of each model . Certain models are fitted with a flexible,or_CJC 0.33_CRD depending_PRP on model_NN1 ._PUN It_PNP should_VM0 be_VBI noted_VVN that_CJT these_DT0 drag_VVB-NN1 coefficients_NN2 are_VBB for_PRP Clios_NP0 with_PRP door_NN1 mirror_NN1 on_PRP both_DT0 sides_NN2 &mdash;_PUN rather_PRP than the_AT0 single_AJ0 door_NN1 mirror_NN1 used_VVN by_PRP certain_AJ0 other_AJ0 companies_NN2 to_TO0 produce_VVI flattering_AJ0 windtunnel_NN1 figures_NN2 ._PUN An_AT0 extensive_AJ0 programme_NN1 of_PRF windtunnel_NN1 testing_VVG-NN1 at_PRP facilities_NN2 such_PRP as Saint_NN1 Cyr-l'Ecole_NN1,<<< permitted_VVD >>>,the_AT0 careful_AJ0 refinement_NN1 of_PRF the_AT0 Clio_NP0 's_POS design_NN1 to_TO0 achieve_VVI low_AJ0-AV0 aerodynamic_AJ0 lift_NN1 values_NN2 at_PRP both_AV0 front_AJ0 and_CJC rear_NN1-AJ0 &mdash;_PUN thereby_AV0 ensuring_VVG driving_AJ0 stability_NN1 at_PRP higher_AJC speeds_NN2 ._PUN The_AT0 front_AJ0-NN1 air_NN1 intake_NN1 duct_NN1-VVB area_NN1 varies_VVZ according_PRP to the_AT0 radiator_NN1 size_NN1 of_PRF each_DT0 model_NN1 ._PUN Certain_AJ0 models_NN2 are_VBB fitted_VVN with_PRP a_AT0 flexible_AJ0,92332873,92332873,permit,the careful refinement of the Clio 's design,achieve,verb,no control,active,inanimate,inanimate,written,commerce,public,non-imperative,7,7
1827,J1V,"and so on back up the supply chain . 3.21 A simple example of this input-output analysis may help illustrate this process . &pound;33 million of the output of the energy sector was used as an input to Scotch Whisky companies ( see Table 3.2 ) . In turn , input-output analysis",<<< permits >>>,"us to quantify the inputs necessary to produce the &pound;33 million of energy output . 3.22 In short , the initial round of purchases by Scotch Whisky companies from their immediate suppliers merely represents the beginning of a ripple effect , spreading &bquo; backwards &equo; through the UK economy and impacting","and_AV0 so on back_VVB up_AVP the_AT0 supply_NN1 chain_NN1 ._PUN 3.21_CRD A_AT0 simple_AJ0 example_NN1 of_PRF this_DT0 input-output_NN1 analysis_NN1 may_VM0 help_VVI illustrate_VVI this_DT0 process_NN1 ._PUN &pound;33_NN0 million_CRD of_PRF the_AT0 output_NN1 of_PRF the_AT0 energy_NN1 sector_NN1 was_VBD used_VVN as_PRP an_AT0 input_NN1 to_PRP Scotch_AJ0 Whisky_NN1 companies_NN2 (_PUL see_VVB Table_NN1 3.2_CRD )_PUR ._PUN In_PRP turn_NN1 ,_PUN input-output_NN1 analysis_NN1",<<< permits_VVZ >>>,"us_PNP to_TO0 quantify_VVI the_AT0 inputs_NN2 necessary_AJ0 to_TO0 produce_VVI the_AT0 &pound;33_NN0 million_CRD of_PRF energy_NN1 output_NN1 ._PUN 3.22_CRD In_AV0 short ,_PUN the_AT0 initial_AJ0-NN1 round_NN1 of_PRF purchases_NN2 by_PRP Scotch_AJ0 Whisky_NN1 companies_NN2 from_PRP their_DPS immediate_AJ0 suppliers_NN2 merely_AV0 represents_VVZ the_AT0 beginning_NN1 of_PRF a_AT0 ripple_NN1 effect_NN1 ,_PUN spreading_VVG &bquo;_PUQ backwards_AV0 &equo;_PUQ through_PRP the_AT0 UK_NP0 economy_NN1 and_CJC impacting_VVG",92335874,92335874,permit,us,quantify,verb,control,active,inanimate,animate,written,applied_sci,personal,non-imperative,8,1
1828,J1X,as rescue ship without further signal from you ? &equo; The reply was : &bquo; Yes &equo; . The commodore had made a virtually impossible decision . The convoy 's armed escort comprised only two destroyers and two corvettes . The commodore had to assess whether he could afford to,<<< permit >>>,"this small force to stay and pick up survivors from torpedoed vessels . His burden was lightened by the courage of the men of Tekoa . Straggling from convoy at any time was an invitation to disaster . Dallying for hours , as Tekoa did , was against the ordinary",as_PRP rescue_NN1 ship_NN1 without_PRP further_AJC signal_NN1 from_PRP you_PNP ?_PUN &equo;_PUQ The_AT0 reply_NN1 was_VBD :_PUN &bquo;_PUQ Yes_ITJ &equo;_PUQ ._PUN The_AT0 commodore_NN1 had_VHD made_VVN a_AT0 virtually_AV0 impossible_AJ0 decision_NN1 ._PUN The_AT0 convoy_NN1 's_POS armed_AJ0 escort_NN1 comprised_VVD-VVN only_AV0 two_CRD destroyers_NN2 and_CJC two_CRD corvettes_NN2 ._PUN The_AT0 commodore_NN1 had_VHD to_TO0 assess_VVI whether_CJS he_PNP could_VM0 afford_VVI to_TO0,<<< permit_VVI >>>,"this_DT0 small_AJ0 force_NN1 to_TO0 stay_VVI and_CJC pick_VVI up_AVP survivors_NN2 from_PRP torpedoed_AJ0 vessels_NN2 ._PUN His_DPS burden_NN1 was_VBD lightened_VVN by_PRP the_AT0 courage_NN1 of_PRF the_AT0 men_NN2 of_PRF Tekoa_NP0-NN1 ._PUN Straggling_VVG from_PRP convoy_NN1 at_PRP any_DT0 time_NN1 was_VBD an_AT0 invitation_NN1 to_PRP disaster_NN1 ._PUN Dallying_VVG for_PRP hours_NN2 ,_PUN as_CJS Tekoa_NP0 did_VDD ,_PUN was_VBD against_PRP the_AT0 ordinary_AJ0",92348066,92348066,permit,this small force  ,stay,verb,control,active,animate,animate,written,commerce,public,non-imperative,4,3
1829,J27,possible in many areas to contemplate the setting up of a Sixth Form College . What other alternatives currently exist ? Mushroom . In this arrangement one or more 11&ndash;16 schools feed into the Sixth Form of one 11&ndash;18 school . Such schemes whilst safeguarding and rationalising 16&ndash;19 provision often,<<< permit >>>,"other schools , albeit with a reduced age range , to continue to exist . Positive efforts need to be made to ensure that the 11&ndash;16 schools are seen as partners and not as inferior to the 11&ndash;18 school . The links with the sixth form must be seen to",possible_AJ0 in_PRP many_DT0 areas_NN2 to_TO0 contemplate_VVI the_AT0 setting_NN1-VVG up_AVP of_PRF a_AT0 Sixth_ORD Form_NN1-VVB College_NN1 ._PUN What_DTQ other_AJ0 alternatives_NN2 currently_AV0 exist_VVB ?_PUN Mushroom_NN1-VVB ._PUN In_PRP this_DT0 arrangement_NN1 one_CRD or_CJC more_DT0 11&ndash;16_CRD schools_NN2 feed_VVB into_PRP the_AT0 Sixth_ORD Form_NN1 of_PRF one_CRD-PNI 11&ndash;18_CRD school_NN1 ._PUN Such_DT0 schemes_NN2 whilst_CJS safeguarding_VVG and_CJC rationalising_VVG 16&ndash;19_CRD provision_NN1 often_AV0,<<< permit_VVB >>>,"other_AJ0 schools_NN2 ,_PUN albeit_CJS with_PRP a_AT0 reduced_AJ0 age_NN1 range_NN1 ,_PUN to_TO0 continue_VVI to_TO0 exist_VVI ._PUN Positive_AJ0 efforts_NN2 need_VVB to_TO0 be_VBI made_VVN to_TO0 ensure_VVI that_CJT the_AT0 11&ndash;16_CRD schools_NN2 are_VBB seen_VVN as_PRP partners_NN2 and_CJC not_XX0 as_AV0 inferior_AJ0 to_PRP the_AT0 11&ndash;18_CRD school_NN1 ._PUN The_AT0 links_NN2 with_PRP the_AT0 sixth_ORD form_NN1 must_VM0 be_VBI seen_VVN to_TO0",92405848,92405848,permit,other schools ,continue,verb,control,active,inanimate,animate,written,soc_sci,public,non-imperative,8,8
1834,J2N,"traps are given various animal and insecticide odours which dupes the fly into thinking that it is biting a cow . Research is being carried out in Zambezi where 14,000 sq kilometres of land has already been cleared of the fly . Environmentalists fear that the eradication of the fly will",<<< permit >>>,"cattle farmers to move into previously unattainable territory , with disastrous consequences for ecologically sensitive areas . Dr Glyn Vale , of the Rekomitjie research station in northern Zimbabwe 's valley , claims that the ecologists lack the evidence to prove that the tsetse has prevented farmers from flooding into","traps_NN2 are_VBB given_VVN-AJ0 various_AJ0 animal_NN1 and_CJC insecticide_VVB-NN1 odours_NN2 which_DTQ dupes_VVZ the_AT0 fly_NN1 into_PRP thinking_VVG that_CJT it_PNP is_VBZ biting_VVG a_AT0 cow_NN1 ._PUN Research_NN1-VVB is_VBZ being_VBG carried_VVN out_AVP in_PRP Zambezi_NP0-NN1 where_AVQ 14,000_CRD sq_NN2 kilometres of_PRF land_NN1 has_VHZ already_AV0 been_VBN cleared_VVN of_PRF the_AT0 fly_NN1 ._PUN Environmentalists_NN2 fear_VVB that_CJT the_AT0 eradication_NN1 of_PRF the_AT0 fly_NN1 will_VM0",<<< permit_VVI >>>,"cattle_NN2 farmers_NN2 to_TO0 move_VVI into_PRP previously_AV0 unattainable_AJ0 territory_NN1 ,_PUN with_PRP disastrous_AJ0 consequences_NN2 for_PRP ecologically_AV0 sensitive_AJ0 areas_NN2 ._PUN Dr_NP0 Glyn_NP0 Vale_NP0-NN1 ,_PUN of_PRF the_AT0 Rekomitjie_NP0-NN1 research_NN1 station_NN1 in_PRP northern_AJ0 Zimbabwe_NP0 's_POS valley_NN1 ,_PUN claims_VVZ that_CJT the_AT0 ecologists_NN2 lack_VVB the_AT0 evidence_NN1 to_TO0 prove_VVI that_CJT the_AT0 tsetse_NN1 has_VHZ prevented_VVN farmers_NN2 from_PRP flooding_NN1-VVG into_PRP",92598576,92598576,permit,cattle farmers  ,move into,phrasal verb,control,active,inanimate,animate,written,applied_sci,personal,non-imperative,8,2
1838,J2V,"invention . Financial Times 26 April Pollution : Air Councils fail to implement pollution act , says Green Party The Green Party has published a survey which claims that nearly all councils have failed to implement the law on air pollution . Clause 79 of the Control of Pollution Act",<<< permits >>>,"councils to monitor any factory emitting smoke . The factories can be reported to the pollution inspectorate if unacceptable levels of pollution are found . The survey found that only four councils &mdash; Poole , New Forest , Bromley and Salford &mdash; had made use of these powers . Green","invention_NN1 ._PUN Financial_AJ0 Times_NN2 26_CRD April_NP0 Pollution_NN1 :_PUN Air_NN1 Councils_NN2 fail_VVB to_TO0 implement_VVI pollution_NN1 act_NN1-VVB ,_PUN says_VVZ Green_AJ0 Party_NN1 The_AT0 Green_AJ0 Party_NN1 has_VHZ published_VVN a_AT0 survey_NN1 which_DTQ claims_VVZ that_CJT nearly_AV0 all_DT0 councils_NN2 have_VHB failed_VVN to_TO0 implement_VVI the_AT0 law_NN1 on_PRP air_NN1 pollution_NN1 ._PUN Clause_NN1 79_CRD of_PRF the_AT0 Control_NN1 of_PRF Pollution_NN1 Act_NN1",<<< permits_VVZ >>>,"councils_NN2 to_TO0 monitor_VVI any_DT0 factory_NN1 emitting_VVG smoke_NN1 ._PUN The_AT0 factories_NN2 can_VM0 be_VBI reported_VVN to_PRP the_AT0 pollution_NN1 inspectorate_NN1 if_CJS unacceptable_AJ0 levels_NN2 of_PRF pollution_NN1 are_VBB found_VVN ._PUN The_AT0 survey_NN1 found_VVD that_CJT only_AV0 four_CRD councils_NN2 &mdash;_PUN Poole_NP0 ,_PUN New_NP0 Forest_NP0 ,_PUN Bromley_NP0 and_CJC Salford_NP0 &mdash;_PUN had_VHD made_VVN use_NN1 of_PRF these_DT0 powers_NN2 ._PUN Green_AJ0",92694538,92694538,permit,councils  ,monitor,verb,control,active,inanimate,animate,written,applied_sci,personal,non-imperative,7,1
1847,J3K,back cod fishing Canada has shut down virtually all cod fishing on its east coast and made deep cuts in quotas for other species . According to federal Fisheries Minister Ross Reid : &quot; We are facing an unprecedented ecological crisis in Atlantic groundfish stocks . Immediate action is needed to,<<< permit >>>,"this fragile resource to rebuild . &quot; The ban will cover cod on the eastern Scotian shelf off Nova Scotia , the southern Gulf of St Lawrence , the Sydney Bight area off Cape Breton and the south coast of Newfoundland . The measures could mean the loss of 12,000",back_AVP cod_NN0 fishing_NN1 Canada_NP0 has_VHZ shut_VVN down_AVP virtually_AV0 all_DT0 cod_NN0 fishing_NN1 on_PRP its_DPS east_NN1 coast_NN1 and_CJC made_VVD deep_AV0-AJ0 cuts_VVZ-NN2 in_PRP quotas_NN2 for_PRP other_AJ0 species_NN0 ._PUN According_PRP to federal_AJ0 Fisheries_NN2 Minister_VVB-NN1 Ross_NP0 Reid_NP0 :_PUN &quot;_PUQ We_PNP are_VBB facing_VVG an_AT0 unprecedented_AJ0 ecological_AJ0 crisis_NN1 in_PRP Atlantic_NP0 groundfish_NN1 stocks_NN2 ._PUN Immediate_AJ0 action_NN1 is_VBZ needed_VVN to_TO0,<<< permit_VVI >>>,"this_DT0 fragile_AJ0 resource_NN1-VVB to_TO0 rebuild_VVI ._PUN &quot;_PUQ The_AT0 ban_NN1 will_VM0 cover_VVI cod_NN0 on_PRP the_AT0 eastern_AJ0 Scotian_AJ0 shelf_NN1 off_PRP Nova_NP0 Scotia_NP0 ,_PUN the_AT0 southern_AJ0 Gulf_NN1 of_PRF St_NP0 Lawrence_NP0 ,_PUN the_AT0 Sydney_NP0 Bight_NP0-NN1 area_NN1 off_PRP Cape_NP0 Breton_NP0 and_CJC the_AT0 south_NN1 coast_NN1 of_PRF Newfoundland_NP0 ._PUN The_AT0 measures_NN2 could_VM0 mean_VVI the_AT0 loss_NN1 of_PRF 12,000_CRD",93032456,93032456,permit,this fragile resource  ,rebuild,verb,no control,active,inanimate,inanimate,written,applied_sci,personal,non-imperative,7,3
1852,J6N,"under the warranties Rescission Even though the vendor may have taken this basic protection , the vendor should be aware of the decision of the Chancery Division in Goff v Gauthier 62 P &amp; CR &lsqb; 1991 &rsqb; 388 . Mr JAD Gilliland QC ( sitting as a deputy judge )",<<< permitted >>>,"the defendants to rescind a contract for the sale of land as a result of a misrepresentation made before contract , despite the fact that clause 10 of the sale agreement provided that the agreement contained all the terms of the contract between the vendor and the purchaser and that the","under_PRP the_AT0 warranties_NN2 Rescission_NN1-NP0 Even_CJS though the_AT0 vendor_NN1 may_VM0 have_VHI taken_VVN this_DT0 basic_AJ0 protection_NN1 ,_PUN the_AT0 vendor_NN1 should_VM0 be_VBI aware_AJ0 of_PRF the_AT0 decision_NN1 of_PRF the_AT0 Chancery_NN1 Division_NN1 in_PRP Goff_NP0-NN1 v_PRP Gauthier_NP0-NN1 62_CRD P_ZZ0 &amp;_CJC CR_NP0 &lsqb;_PUL 1991_CRD &rsqb;_PUR 388_CRD ._PUN Mr_NP0 JAD_NP0 Gilliland_NP0 QC_NP0 (_PUL sitting_VVG as_PRP a_AT0 deputy_NN1 judge_NN1-VVB )_PUR",<<< permitted_VVD >>>,"the_AT0 defendants_NN2 to_TO0 rescind_VVI a_AT0 contract_NN1 for_PRP the_AT0 sale_NN1 of_PRF land_NN1 as_PRP a_AT0 result_NN1 of_PRF a_AT0 misrepresentation_NN1 made_VVN-VVD before_PRP contract_NN1 ,_PUN despite_PRP the_AT0 fact_NN1 that_CJT clause_NN1 10_CRD of_PRF the_AT0 sale_NN1 agreement_NN1 provided_CJS that the_AT0 agreement_NN1 contained_VVD all_DT0 the_AT0 terms_NN2 of_PRF the_AT0 contract_NN1 between_PRP the_AT0 vendor_NN1 and_CJC the_AT0 purchaser_NN1 and_CJC that_CJT the_AT0",93496618,93496618,permit,the defendant  ,rescind,verb,control,active,animate,animate,written,soc_sci,public,non-imperative,7,2
1853,J6P,foreseeably remain in Chancery Lane . The policy of the solicitors ' governing body is encapsulated in Rule 1 of the Solicitors ' Practice Rules 1990 ( and of earlier editions ) : A solicitor shall not directly or indirectly obtain or attempt to obtain instructions for professional work or,<<< permit >>>,"another person to do so on his behalf , or do anything in the course of practising as a solicitor , in any manner which compromises or impairs or is likely to compromise or impair any of the following : ( a ) the solicitor 's independence or integrity ;",foreseeably_AV0 remain_VVI in_PRP Chancery_NP0 Lane_NP0 ._PUN The_AT0 policy_NN1 of_PRF the_AT0 solicitors_NN2 '_POS governing_AJ0 body_NN1 is_VBZ encapsulated_VVN in_PRP Rule_NN1 1_CRD of_PRF the_AT0 Solicitors_NN2 '_POS Practice_NN1 Rules_NN2-VVZ 1990_CRD (_PUL and_CJC of_PRF earlier_AJC editions_NN2 )_PUR :_PUN A_AT0 solicitor_NN1 shall_VM0 not_XX0 directly_AV0 or_CJC indirectly_AV0 obtain_VVB or_CJC attempt_VVB-NN1 to_TO0 obtain_VVI instructions_NN2 for_PRP professional_AJ0 work_NN1 or_CJC,<<< permit_VVB >>>,"another_DT0 person_NN1 to_TO0 do_VDI so_AV0 on_PRP his_DPS behalf_NN1 ,_PUN or_CJC do_VDB anything_PNI in_PRP the_AT0 course_NN1 of_PRF practising_VVG-AJ0 as_PRP a_AT0 solicitor_NN1 ,_PUN in_PRP any_DT0 manner_NN1 which_DTQ compromises_NN2 or_CJC impairs_VVZ or_CJC is_VBZ likely_AJ0 to_TO0 compromise_VVI or_CJC impair_VVI any_DT0 of_PRF the_AT0 following_AJ0 :_PUN (_PUL a_ZZ0 )_PUR the_AT0 solicitor_NN1 's_POS independence_NN1 or_CJC integrity_NN1 ;_PUN",93513348,93513348,permit,another person  ,do,verb,control,active,animate,animate,written,soc_sci,public,non-imperative,2,2
1858,J6P,"in this way against a firm where such changes had been substantial . Where a partner dies before the action is commenced , or later but before judgment , his personal representatives will need to be joined if any judgment is to be enforceable against his estate . Rule 2",<<< permits >>>,a litigant to apply to the court in an action against a firm for an order that full disclosure be made as to the identity and residence of its partners at the relevant time . This would not involve disclosure of persons held out to be partners : if a party,"in_PRP this_DT0 way_NN1 against_PRP a_AT0 firm_NN1-AJ0 where_AVQ such_DT0 changes_NN2 had_VHD been_VBN substantial_AJ0 ._PUN Where_CJS a_AT0 partner_NN1 dies_VVZ before_CJS the_AT0 action_NN1 is_VBZ commenced_VVN ,_PUN or_CJC later_AJC but_CJC before_PRP judgment_NN1 ,_PUN his_DPS personal_AJ0 representatives_NN2 will_VM0 need_VVI to_TO0 be_VBI joined_VVN if_CJS any_DT0 judgment_NN1 is_VBZ to_TO0 be_VBI enforceable_AJ0 against_PRP his_DPS estate_NN1 ._PUN Rule_NN1-VVB 2_CRD",<<< permits_VVZ >>>,a_AT0 litigant_NN1 to_TO0 apply_VVI to_PRP the_AT0 court_NN1 in_PRP an_AT0 action_NN1 against_PRP a_AT0 firm_NN1-AJ0 for_PRP an_AT0 order_NN1 that_CJT-DT0 full_AJ0 disclosure_NN1 be_VBB made_VVN as_PRP to the_AT0 identity_NN1 and_CJC residence_NN1 of_PRF its_DPS partners_NN2 at_PRP the_AT0 relevant_AJ0 time_NN1 ._PUN This_DT0 would_VM0 not_XX0 involve_VVI disclosure_NN1 of_PRF persons_NN2 held_VVD-VVN out_AVP to_TO0 be_VBI partners_NN2 :_PUN if_CJS a_AT0 party_NN1,93524604,93524604,permit,a litigant  ,apply to,phrasal verb,control,active,inanimate,animate,written,soc_sci,public,non-imperative,7,2
